Building IRN,Building Name,District IRN,District Name,County,Street address,City and Zip code,Phone #,Principal,Grade Span,Open/Closed Status,Designation,Number of standards met,Number of standards possible,Enrollment,Attendance 2005-06,Performance Index Score 2005-06
005876,Chardon High School,047183,Chardon,Geauga,151 Chardon Ave,"Chardon, Ohio  44024-1097",(440) 285-4057,Doug J. Delong,9-12,Open,Excellent,12,12,1151,95.1,108
005884,Chardon Middle School,047183,Chardon,Geauga,424 North St,"Chardon, Ohio  44024-1036",(440) 285-4062,Thomas R. Solet,6-8,Open,Excellent,7,7,793,95.7,104.7
005892,Charles A Mooney Elementary School,043786,Cleveland Municipal,Cuyahoga,3213 Montclair Ave,"Cleveland, Ohio  44109-4121",(216) 741-1183,Samuel J. Maul,K-8,Open,Academic Watch,0,14,683,90.0,70
005900,Charles Dickens Elementary School,043786,Cleveland Municipal,Cuyahoga,3552 E 131st St,"Cleveland, Ohio  44120-4564",(216) 921-8558,Bessie Durr,K-8,Open,Academic Emergency,0,14,487,91.3,64.3
005918,Charles H Lake Elementary School,043786,Cleveland Municipal,Cuyahoga,9201 Hillock Ave,"Cleveland, Ohio  44108-1253",(216) 541-6484,Rosalind L. Fortune,K-8,Open,Academic Emergency,0,14,324,91.3,60.9
005926,Charles L Warstler Elementary School,049932,Plain Local School District,Stark,2500 Schneider St NE,"Canton, Ohio  44721-3366",(330) 491-3770,Marlene DiGiacinto,1-5,Open,Effective,5,8,459,96.0,93.7
005942,Charles W Eliot Middle School,043786,Cleveland Municipal,Cuyahoga,15700 Lotus Dr,"Cleveland, Ohio  44128-2427",(216) 752-0100,Sheldon C. Smith,K-8,Open,Continuous Improvement,1,14,417,92.3,74
005967,Charles W Springmyer Elementary School,047373,Oak Hills Local School District,Hamilton,4179 Ebenezer Rd,"Cincinnati, Ohio  45248-1505",(513) 574-1205,Thomas S. Melvin,K-5,Open,Excellent,8,8,408,96.4,104.2
005991,Charm Elementary School,047688,East Holmes Local Schools,Holmes,PO Box 159,"Charm, Ohio  44617-0159",(330) 893-2300,Jon Wilson,K-1,Open,NC,1,1,53,97.9,
006007,Chase Elementary School,044909,Toledo,Lucas,3315 Mayo St,"Toledo, Ohio  43611-3223",(419) 726-1416,Steven S. Riddle,K-6,Open,Academic Watch,2,10,305,94.8,71.2
006015,Chase Elementary School,043752,Cincinnati Public Schools,Hamilton,4151 Turrill St,"Cincinnati, Ohio  45223-2218",(513) 363-1300,Therman C. Sampson,"P,K-8",Open,Academic Emergency,1,14,646,93.8,61.8
006031,Chauncey Elementary School,043521,Athens,Athens,PO Box 225,"Chauncey, Ohio  45719-0225",(740) 797-4588,Linda K. Rolli,K-6,Open,Effective,7,10,214,95.2,92.5
006049,Cherrington Elementary School,045047,Westerville,Franklin,522 Cherrington Rd,"Westerville, Ohio  43081-3013",(614) 797-7050,Deborah L. Kozlesky,K-5,Open,Effective,7,8,289,96.0,98.1
006056,Cherry Elementary School,044909,Toledo,Lucas,730 Spring St,"Toledo, Ohio  43608-2554",(419) 244-0411,Joyce R. Johnson,K-6,Open,Academic Emergency,1,10,286,93.1,68
006064,Cherry Hill Elementary School,045013,Washington Court House,Fayette,720 W Oakland Ave,"Washington Court Hou, Ohio  43160-1060",(740) 335-3370,Craig D. Maddux,1-5,Open,Effective,6,8,113,99.6,92.1
006072,Swanton Middle School,047092,Swanton,Fulton,206 Cherry St,"Swanton, Ohio  43558-1226",(419) 826-4016,Paulette M. Raczkowski-Baz,6-8,Open,Effective,5,7,323,95.2,92.1
006080,Cherry Valley Elementary School,044453,Newark,Licking,1040 W Main St,"Newark, Ohio  43055-2556",(740) 349-2344,Melinda R. Vaughn,K-4,Open,Effective,3,6,370,94.8,90.6
006098,Chesapeake High School,045294,Chesapeake Union,Lawrence,10181 County Road 1,"Chesapeake, Ohio  45619-7032",(740) 867-5906,Joseph F. Rase,9-12,Open,Effective,9,12,410,94.5,97.2
006106,Kyger Creek Middle School,065680,Gallia County,Gallia,350 Watson Grove Rd,"Cheshire, Ohio  45620-9546",(740) 367-7721,Silas Johnson,5-8,Open,Effective,3,9,168,94.5,90.7
006163,Highland North Elementary School,048801,Highland,Morrow,PO Box 7,"Chesterville, Ohio  43317-0007",(419) 768-2631,Debra L. Knechtly,K-5,Open,Excellent,7,8,135,95.4,102.9
006189,Chestnut Intermediate Elementary School,044529,North Olmsted City Schools,Cuyahoga,30395 Lorain Rd,"North Olmsted, Ohio  44070-3927",(440) 779-3641,Anne M. Pyros,4-6,Open,Effective,7,8,309,95.8,96.3
006197,Chestnut Elementary School,043513,Ashtabula Area,Ashtabula,5321 Chestnut Ave,"Ashtabula, Ohio  44004-7068",(440) 993-2584,Kathleen B. Reichert,K-6,Open,Continuous Improvement,2,10,221,94.9,80.8
006213,Chestnut Ridge Elementary School,047688,East Holmes Local Schools,Holmes,PO Box 232,"Berlin, Ohio  44610-0232",(330) 893-2413,James T. Luneborg,K-8,Open,Excellent,13,14,260,97.3,102.8
006239,Cheviot Elementary School,043752,Cincinnati Public Schools,Hamilton,4040 Harrison Ave,"Cincinnati, Ohio  45211-4644",(513) 363-1400,Maria N. Bonavita,K-8,Open,Academic Watch,1,14,568,92.7,77.9
006296,Chillicothe High School,043745,Chillicothe,Ross,381 Yoctangee Pkwy,"Chillicothe, Ohio  45601-1658",(740) 702-2287,John C. Payne,9-12,Open,Effective,8,12,934,93.2,93.7
006304,Chippewa Elementary School,043646,Brecksville-Broadview Heights,Cuyahoga,8611 Wiese Rd,"Brecksville, Ohio  44141-2046",(440) 740-4200,Anne T. Kaczmarek,K-3,Open,Excellent,3,3,385,96.6,106.3
006312,Chippewa High School,050534,Chippewa,Wayne,100 Valley View Rd,"Doylestown, Ohio  44230-1621",(330) 658-2011,Jeffrey D. Schleich,9-12,Open,Excellent,12,12,492,94.7,107.7
006320,Circleville High School,043760,Circleville,Pickaway,380 Clark Dr,"Circleville, Ohio  43113-1517",(740) 474-4846,Paul Vitartas,9-12,Open,Effective,5,12,734,91.0,90.1
006338,Everts Middle School,043760,Circleville,Pickaway,520 S Court St,"Circleville, Ohio  43113-1910",(740) 474-2345,Kirk E. Mcmahon,6-8,Open,Continuous Improvement,2,7,554,93.7,88.1
006353,Clara E Westropp Elementary School,043786,Cleveland Municipal,Cuyahoga,19101 Puritas Ave,"Cleveland, Ohio  44135-1029",(216) 267-3706,Christine M. Shaefer,K-8,Open,Continuous Improvement,3,14,712,91.1,80.7
006379,Clarendon Elementary School,043711,Canton,Stark,1114 Gonder Ave SE,"Canton, Ohio  44707-3322",(330) 453-7681,Marcia L. Cussen,K-5,Open,Effective,5,8,366,95.7,90.8
006387,Clarfield Elementary School,043802,Columbus Public Schools,Franklin,3220 Groveport Rd,"Columbus, Ohio  43207-3259",(614) 365-5423,Patricia A. Franklin,"K-5,P",Open,Continuous Improvement,2,8,217,94.9,72.9
006429,Clark Elementary School,043786,Cleveland Municipal,Cuyahoga,5550 Clark Ave,"Cleveland, Ohio  44102-4569",(216) 631-2760,Gail L. Ali,K-8,Open,Academic Emergency,1,14,605,91.5,66.8
006437,Clark Middle School,044818,Springfield,Clark,1500 W Jefferson St,"Springfield, Ohio  45506-1224",(937) 505-4170,Michael J. Renkiewicz,6-8,Open,Academic Watch,0,7,402,92.6,73.5
006494,Clay High School,044602,Oregon,Lucas,5665 Seaman St,"Oregon, Ohio  43616-2613",(419) 693-0665,Michael E. Zalar,9-12,Open,Effective,11,12,1238,94.9,96.1
006502,Clay High School,049601,Clay,Scioto,44 Clay High St,"Portsmouth, Ohio  45662-8817",(740) 354-6644,William T. Warnock,7-12,Open,Effective,12,16,277,93.6,96
006510,Claymont Junior High School,043778,Claymont,Tuscarawas,215 E 6th St,"Uhrichsville, Ohio  44683-1637",(740) 922-5241,Michael L. Wright,7-8,Open,Effective,3,5,327,94.3,90
006528,Claymont High School,043778,Claymont,Tuscarawas,4205 Indian Hill Rd SE,"Uhrichsville, Ohio  44683-1305",(740) 922-3471,Anthony L. Amicone,9-12,Open,Effective,10,12,716,94.0,98.4
006551,Clear Fork High School,049411,Clear Fork Valley,Richland,987 State Route 97 E,"Bellville, Ohio  44813-1229",(419) 886-2601,Gaylord R. Moore,9-12,Open,Excellent,12,12,622,94.6,103.7
006577,Clearcreek Elementary School,050427,Springboro Community,Warren,750 S Main St,"Springboro, Ohio  45066-1424",(937) 748-3958,Sarah E. Lucas,K-1,Open,Excellent,3,3,751,96.3,104.8
006585,Amanda-Clearcreek Primary School,046847,Amanda-Clearcreek,Fairfield,414 N School St,"Amanda, Ohio  43102-9613",(740) 969-7254,Michael B. Johnsen,K-2,Open,NC,1,1,292,94.5,30
006593,Springboro High School,050427,Springboro Community,Warren,1675 S Main St,"Springboro, Ohio  45066-1524",(937) 748-3950,Ronald L. Malone,9-12,Open,Excellent,12,12,1295,96.8,108.3
006601,Clearmount Elementary School,044503,North Canton,Stark,150 Clearmount Ave SE,"North Canton, Ohio  44720-3214",(330) 497-5640,Barbara M. Jones,1-5,Open,Excellent,8,8,363,96.7,101.9
006619,Clearview High School,048132,Clearview,Lorain,4700 Broadway,"Lorain, Ohio  44052-5542",(440) 233-6313,Daniel P. Parent,9-12,Open,Effective,9,12,526,94.1,95.4
006627,John Clem Elementary School,044453,Newark,Licking,475 Jefferson Rd,"Newark, Ohio  43055-4540",(740) 349-2350,Lynda S. Nabors,K-4,Open,Effective,5,6,341,95.4,95.8
006635,Clermont Northeastern High School,046326,Clermont Northeastern,Clermont,5327 Hutchinson Rd,"Batavia, Ohio  45103-9511",(513) 732-2551,Frank Chapin,9-12,Open,Effective,11,12,642,93.6,97.6
006650,Cleveland Elementary School,044107,Hamilton,Butler,900 Brookwood Ave,"Hamilton, Ohio  45013-2048",(513) 887-5075,Terri R. Fitton,K-6,Open,Effective,8,10,405,95.7,97.4
006668,Cleveland Elementary School,045161,Youngstown,Mahoning,621 W Princeton Ave,"Youngstown, Ohio  44511-2420",(330) 744-8967,Michele D. Dotson,K-6,Closed,Academic Watch,1,10,253,95.4,71.6
006676,Cleveland Middle School,045179,Zanesville,Muskingum,928 Pine St,"Zanesville, Ohio  43701-5362",(740) 453-0636,Les P. Richards,6-8,Open,Continuous Improvement,3,7,446,94.1,88
006684,Clifton Elementary School,043752,Cincinnati Public Schools,Hamilton,3711 Clifton Ave,"Cincinnati, Ohio  45220-1219",(513) 363-1500,Daniel Dalton,"P,K-8",Open,Academic Emergency,1,14,260,93.4,67.8
006692,Clinton Elementary School,043802,Columbus Public Schools,Franklin,10 Clinton Heights Ave,"Columbus, Ohio  43202-1244",(614) 365-6532,Katherine R. Leffler,"K-5,P",Open,Excellent,8,8,311,95.5,102.3
006700,Northwest Elementary School,049908,Northwest,Stark,8436 Erie Ave N,"Canal Fulton, Ohio  44614-8859",(330) 854-5405,James A. LaRiccia,K-2,Open,NC,1,1,543,95.5,0
006718,Clinton Elementary School,044891,Tiffin,Seneca,2036 E Township Road 122,"Tiffin, Ohio  44883-8766",(419) 447-8727,Rebecca W. Osborne,K-5,Open,Excellent,8,8,153,96.7,110.2
006726,Clinton Middle School,043802,Columbus Public Schools,Franklin,3940 Karl Rd,"Columbus, Ohio  43224-2125",(614) 365-5996,Thomas E. Sweeney,6-8,Open,Academic Emergency,1,7,613,93.7,67.5
006734,Clinton-Massie High School,046391,Clinton-Massie,Clinton,2556 Lebanon Rd,"Clarksville, Ohio  45113-8201",(937) 289-2109,Larry R. Dunlap,9-12,Open,Excellent,12,12,556,94.6,101.5
006742,Clough Pike Elementary School,046359,West Clermont,Clermont,808 Clough Pike,"Cincinnati, Ohio  45245-1715",(513) 943-6700,Patrick J. Crahan,K-5,Open,Excellent,8,8,460,96.5,101.8
006759,Cloverleaf High School,048488,Cloverleaf,Medina,8525 Friendsville Rd,"Lodi, Ohio  44254-9706",(330) 948-2500,Robert Hevener,9-12,Open,Excellent,12,12,1168,94.7,100.6
006775,Clovernook Elementary School,044511,North College Hill City School District,Hamilton,1500 W Galbraith Rd,"Cincinnati, Ohio  45231-5400",(513) 728-4775,Sheri L. Johnson,K-6,Open,Effective,6,10,341,95.5,93.4
006783,McPherson Middle School,045302,Clyde-Green Springs,Sandusky,201 Spring St,"Clyde, Ohio  43410-1521",(419) 547-9150,Jon C. Detwiler,7-8,Open,Effective,4,5,372,95.8,93.2
006791,Clyde High School,045302,Clyde-Green Springs,Sandusky,1015 Race St,"Clyde, Ohio  43410-1832",(419) 547-9511,William J. Webb,9-12,Open,Effective,11,12,716,93.8,96.9
006809,Wellston Intermediate School,045021,Wellston City Schools,Jackson,225 Golden Rocket Dr,"Wellston, Ohio  45692-9605",(740) 384-2060,Nancy E. Thornsberry,3-5,Open,Continuous Improvement,3,8,365,97.4,88.1
006841,Colonel White Performing Arts High School,043844,Dayton,Montgomery,501 Niagara Ave,"Dayton, Ohio  45405-3743",(937) 542-6610,Gerry E. Griffith,9-12,Open,Academic Watch,2,12,976,89.3,79.7
006858,Coldwater High School,045310,Coldwater,Mercer,310 N 2nd St,"Coldwater, Ohio  45828-1242",(419) 678-4821,Steve Keller,9-12,Open,Excellent,12,12,494,96.3,108.3
006866,Colebrook Elementary School,045864,Grand Valley Local,Ashtabula,682 School St,"Orwell, Ohio  44076-9300",(440) 422-3232,Marsha A. Dobbins,,Closed,NC,0,0,--,--,0
006874,Colerain Elementary School,043802,Columbus Public Schools,Franklin,499 E Weisheimer Rd,"Columbus, Ohio  43214-2238",(614) 365-6001,W Doni Jackson,K-12,Open,Excellent,8,8,175,93.5,104.5
006882,Colerain Elementary School,047365,Northwest Local School District,Hamilton,4850 Poole Rd,"Cincinnati, Ohio  45251-1808",(513) 385-8740,Susan A. Meymann,K-5,Open,Excellent,8,8,614,96.4,101
006890,Colerain High School,047365,Northwest Local School District,Hamilton,8801 Cheviot Rd,"Cincinnati, Ohio  45251-5907",(513) 385-6424,Maureen L. Heintz,9-12,Open,Excellent,11,12,2169,94.1,101.9
006908,Colerain Middle School,047365,Northwest Local School District,Hamilton,4700 Poole Rd,"Cincinnati, Ohio  45251-1806",(513) 385-8490,Mark S. Farmer,6-8,Open,Effective,5,7,704,95.1,95.7
006916,College Corner Union Elementary School,064964,College Corner,Preble,230 Ramsey St,"College Corner, Ohio  45003",(765) 732-3183,Vacant Position,"P,K,1-5,SN",Open,NC,1,1,139,96.2,
006932,College Hill Elementary School,043752,Cincinnati Public Schools,Hamilton,1625 Cedar Ave,"Cincinnati, Ohio  45224-2824",(513) 363-1600,Barbara A. Gordon,"K-6,P",Open,Continuous Improvement,6,10,476,95.7,88.7
006940,Collinwood High School,043786,Cleveland Municipal,Cuyahoga,15210 Saint Clair Ave,"Cleveland, Ohio  44110-3012",(216) 451-8782,Deborah D. Moore,9-12,Open,Academic Emergency,0,12,1121,86.5,60.4
006957,Colonel Crawford Elementary School,045260,Carey,Wyandot,357 E South St,"Carey, Ohio  43316-1273",(419) 396-6767,Tammy L. Wagner,K-6,Open,Excellent,10,10,419,96.6,99.3
006965,Col Crawford High School,046516,Colonel Crawford,Crawford,PO Box 7,"North Robinson, Ohio  44856-0007",(419) 562-4666,James H. Trainer,9-12,Open,Excellent,12,12,351,94.7,102.2
006999,Colonial Hills Elementary School,045138,Worthington,Franklin,5800 Greenwich St,"Worthington, Ohio  43085-3648",(614) 883-2800,George J. Joseph,K-6,Open,Excellent,9,10,287,96.6,101.4
007005,Columbia Elementary School,044420,Mount Vernon,Knox,150 Columbus Rd,"Mount Vernon, Ohio  43050-4034",(740) 393-5975,Pamela C. Rose,K-5,Open,Effective,7,8,216,95.7,95.4
007021,Columbia High School,048140,Columbia,Lorain,14168 W River Rd,"Columbia Station, Ohio  44028-9430",(440) 236-5001,Graig P. Bansek,9-12,Open,Excellent,12,12,370,95.4,101.3
007039,Columbia Middle School,048140,Columbia,Lorain,13646 W River Rd,"Columbia Station, Ohio  44028-8911",(440) 236-5741,James T. Cottom,4-9,Open,Excellent,9,9,377,96.9,99.2
007054,Columbian High School,044891,Tiffin,Seneca,300 S Monroe St,"Tiffin, Ohio  44883-2906",(419) 447-6331,Larry J. Kisabeth,9-12,Open,Excellent,11,12,945,95.7,101.9
007062,Columbiana High School,045328,Columbiana,Columbiana,700 Columbiana Waterford Rd,"Columbiana, Ohio  44408-9499",(330) 482-3818,Timothy E. Saxton,9-12,Open,Excellent,12,12,321,94.9,103.9
007070,Columbus Intermediate School,043562,Bedford,Cuyahoga,23600 Columbus Rd,"Bedford, Ohio  44146-2954",(440) 786-3323,Iwanda S. Showers,3-5,Open,Continuous Improvement,2,8,435,96.4,80.2
007088,Columbus Junior High School,043513,Ashtabula Area,Ashtabula,401 W 44th St,"Ashtabula, Ohio  44004-6807",(440) 993-2618,Sylvia G. Atkinson,7-8,Open,Effective,4,5,288,94.2,88.7
007096,Columbus Grove Elementary School,049312,Columbus Grove,Putnam,201 W Cross St,"Columbus Grove, Ohio  45830-1237",(419) 659-2631,James J. Kincaid,K-4,Open,Effective,4,6,331,96.5,94.9
007104,Columbus Grove High School,049312,Columbus Grove,Putnam,201 W Cross St,"Columbus Grove, Ohio  45830-1237",(419) 659-2156,Chris A. Pfahler,9-12,Open,Excellent,12,12,320,95.4,108.2
007120,Como Elementary School,043802,Columbus Public Schools,Franklin,2989 Reis Ave,"Columbus, Ohio  43224-3939",(614) 365-6013,Christopher E. Brady,"K-5,P",Open,Continuous Improvement,2,8,360,93.7,80.5
007161,Concord Elementary School,044925,Troy,Miami,3145 State Route 718,"Troy, Ohio  45373-8908",(937) 332-6730,Linda K. Lamb,K-5,Open,Excellent,9,10,557,96.9,104.5
007187,Conesville Elementary School,046482,River View,Coshocton,199 State St,"Conesville, Ohio  43811-9747",(740) 829-2334,Marla K. Hawthorne,K-6,Open,Effective,7,10,348,95.9,94.7
007195,Northwestern Middle School,050575,Northwestern,Wayne,7569 N Elyria Rd,"West Salem, Ohio  44287-9707",(419) 846-3974,Robert C. Dorety,6-8,Open,Excellent,7,7,361,95.6,100.8
007203,Conneaut Elementary School,043638,Bowling Green,Wood,542 Haskins Rd,"Bowling Green, Ohio  43402-1613",(419) 354-0300,Lorraine S. Flick,K-6,Open,Excellent,10,10,449,97.1,103.2
007211,Conneaut High School,043810,Conneaut Area,Ashtabula,381 Mill St,"Conneaut, Ohio  44030-2439",(440) 593-7210,Donald K. Houston,9-12,Open,Excellent,12,12,737,93.2,99.5
007245,Conotton Valley Jr/Sr High School,047548,Conotton Valley Union,Harrison,7205 Cumberland Rd SW,"Bowerston, Ohio  44695-9632",(740) 269-2711,Allen R. Kennedy,7-12,Open,Continuous Improvement,8,16,267,93.5,87.7
007252,Conrad Elementary School,044453,Newark,Licking,310 Everett Ave,"Newark, Ohio  43055-6357",(740) 349-2355,Sara J. Brlas,"K-5,P",Open,Continuous Improvement,4,8,229,94.2,87.7
007260,Continental Local Elementary School,049320,Continental,Putnam,5211 State Route 634,"Continental, Ohio  45831-9155",(419) 596-3860,Brian C. Gerdeman,K-5,Open,Effective,7,8,260,96.4,95.5
007278,Continental Local High School,049320,Continental,Putnam,5211 State Route 634,"Continental, Ohio  45831-9155",(419) 596-3871,Larry J. Claypool,9-12,Open,Excellent,11,12,216,94.3,107.9
007286,Coventry High School,049999,Coventry,Summit,3089 Manchester Rd,"Akron, Ohio  44319-1026",(330) 644-3004,Jonathan P. Hibian,10-12,Open,Excellent,12,12,552,94.1,99.6
007294,Cookson Elementary School,044925,Troy,Miami,921 Mystic Ln,"Troy, Ohio  45373-2254",(937) 332-6740,David L. Foltz,K-5,Open,Effective,7,10,394,96.1,90.1
007302,Coolville Elementary School,045914,Federal Hocking,Athens,PO Box 490,"Coolville, Ohio  45723-0490",(740) 667-3121,Shirley S. Sayre,K-5,Open,Effective,4,8,230,95.3,91.4
007310,Copley High School,049981,Copley-Fairlawn,Summit,3807 Ridgewood Rd,"Copley, Ohio  44321-1630",(330) 664-4822,William R. Steffen,9-12,Open,Excellent,12,12,1010,95.5,107.9
007328,Copley-Fairlawn Middle School,049981,Copley-Fairlawn,Summit,1531 S Cleveland Massillon Rd,"Copley, Ohio  44321-1907",(330) 664-4875,Joann M. Berkowitz,5-8,Open,Excellent,9,9,1070,96.5,104.9
007336,Copopa Elementary School,048140,Columbia,Lorain,14168 W River Rd,"Columbia Station, Ohio  44028-9430",(440) 236-5020,Vince D. Ketterer,K-4,Open,Effective,5,6,423,97.1,97.7
007344,Cork Elementary School,044057,Geneva Area City Schools,Ashtabula,341 State Route 534 S,"Geneva, Ohio  44041-9364",(440) 466-0715,Melissa A. Doherty,K-6,Open,Effective,9,10,268,95.9,96.2
007369,Cornell Heights Elementary School,043844,Dayton,Montgomery,2826 Campus Dr,"Dayton, Ohio  45406-4102",(937) 542-4390,Laurence E. Sussman,K-8,Open,Academic Emergency,0,14,452,92.4,60.6
007385,Cortland Elementary School,050187,Lakeview,Trumbull,264 Park Ave,"Cortland, Ohio  44410-1047",(330) 637-2871,Scott C. Taylor,3-5,Open,Effective,7,8,466,96.6,95.9
007401,Cory-Rawson High School,047431,Cory-Rawson,Hancock,3930 County Road 26,"Rawson, Ohio  45881-9609",(419) 963-2611,Mark D. Willeke,9-12,Open,Excellent,12,12,261,96.0,103.3
007427,Coshocton High School,043828,Coshocton,Coshocton,1205 Cambridge Rd,"Coshocton, Ohio  43812-2741",(740) 622-9433,William L. Hartmeyer,7-12,Open,Effective,14,16,937,95.0,98.3
007443,Cottonwood Elementary School,047332,Finneytown,Hamilton,8513 Cottonwood Dr,"Cincinnati, Ohio  45231-5912",(513) 728-3728,Michael A. Teufel,3-4,Open,Excellent,6,6,219,97.2,101.4
007450,Crooksville Middle School,045351,Crooksville,Perry,12400 Tunnel Hill Rd,"Crooksville, Ohio  43731-9558",(740) 982-7010,Gary R. Stall,6-8,Open,Effective,3,7,272,95.0,91.3
007468,Court Elementary School,043760,Circleville,Pickaway,1250 S Court St,"Circleville, Ohio  43113-2109",(740) 474-2495,Brad R. Changet,K-5,Open,Continuous Improvement,1,8,259,94.4,81.2
007492,Covedale Elementary School,043752,Cincinnati Public Schools,Hamilton,3200 Midway Ave,"Cincinnati, Ohio  45238-2303",(513) 363-1700,Greg P. Hook,K-6,Open,Effective,9,10,435,94.6,99
007500,Coventry Elementary School,043794,Cleveland Heights-University Heights,Cuyahoga,2843 Washington Blvd,"Cleveland Heights, Ohio  44118-2009",(216) 371-7110,Toni J. Miller,K-5,Open,Effective,6,8,350,95.1,93.1
